CensusTract,State,County,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,HUNVFlag,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,UATYP10,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lahunvhalf,lahunvhalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lahunv1,lahunv1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lahunv10,lahunv10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lahunv20,lahunv20share
37067003308,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2935,7,0.0008883,0,7880,U,6904.17,0.876164,1453.59,0.184465,1857.71,0.875452,715.782,0.88917,32.5087,0.0110762,4295.03,0.545055,1050.65,0.133331,1172.63,0.552604,456.271,0.566796,23.0002,0.00783652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003309,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1829,71,0.0143261,0,4956,U,4171.08,0.841621,1186.06,0.239318,1191.9,0.830593,390.725,0.842079,90.6267,0.0495499,3210.36,0.647772,885.422,0.178657,953.585,0.664519,263.368,0.567603,78.6618,0.0430081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003310,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1474,6,0.0014775,0,4061,U,4022.72,0.990573,1028.31,0.253216,1233.29,0.992185,328.609,0.992777,0,0,3361.83,0.827833,832.759,0.205062,1021.86,0.82209,278.226,0.840562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003311,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,693,0,0,0,1926,U,1926,1,182.745,0.0948833,545,1,171,1,3.97135,0.00573066,1913.18,0.993343,181.529,0.0942516,542.258,0.994969,168.281,0.984097,3.94486,0.00569243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003312,NC,Forsyth,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1109,0,0,0,2692,R,2453.56,0.911428,419.784,0.155938,542.892,0.894386,318.285,0.936133,7.7118,0.00695383,2066.98,0.767822,353.642,0.131368,450.879,0.7428,268.996,0.791164,6.56479,0.00591956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003313,NC,Forsyth,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,590,79,0.0541838,0,1458,R,1458,1,446.175,0.306019,292,1,253,1,21.9535,0.0372093,1404.97,0.963632,429.949,0.294889,288.281,0.987264,232.219,0.917861,21.2461,0.0360104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003314,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1344,0,0,0,3171,U,3171,1,631.564,0.199169,695,1,376,1,0,0,3168.05,0.999071,630.92,0.198966,694.488,0.999263,375.616,0.998978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003315,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1671,0,0,0,3424,U,3424,1,1236.08,0.361005,717,1,532,1,85.3113,0.051054,2001.55,0.584564,626.977,0.183112,366.939,0.511769,406.508,0.764113,43.248,0.0258815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003402,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,893,13,0.0059578,0,2182,U,1967.56,0.901724,661.607,0.303211,413.441,0.900743,317.416,0.891617,40.9326,0.0458371,1547.18,0.709067,529.187,0.242524,331.152,0.721464,237.525,0.667206,28.8183,0.0322713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003403,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1108,0,0,1,3412,U,3412,1,2404.72,0.704783,1236,1,157,1,118.095,0.106584,2488.88,0.729448,1626.48,0.476694,858.396,0.694495,128.272,0.817022,55.1239,0.0497508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003404,NC,Forsyth,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1397,0,0,1,3917,U,2486.26,0.634737,1689.02,0.431204,742.686,0.600879,192.747,0.638236,81.7393,0.0585106,422.399,0.107837,265.516,0.0677855,134.9,0.109142,40.2141,0.133159,15.5797,0.0111523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003500,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2324,0,0,1,6562,U,6561.22,0.999881,3858.5,0.588007,2144,1,609,1,187.373,0.0806254,5816.42,0.886379,3343.16,0.509473,1899.41,0.885921,526.336,0.864263,165.173,0.0710727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003600,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2311,0,0,0,5968,U,5113.33,0.856791,2201.61,0.368903,1380.74,0.870579,599.485,0.888126,106.419,0.046049,2958.81,0.495778,1332.66,0.223301,862.518,0.543832,337.282,0.499677,58.7764,0.0254333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003701,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2257,1,0.000207,1,4830,U,2722.75,0.563717,1423.64,0.294749,738.818,0.58964,161.47,0.55298,166.423,0.0737365,642.757,0.133076,322.744,0.0668208,161.393,0.128805,30.5102,0.104487,40.6605,0.0180153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003702,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1959,0,0,0,4514,U,4108.28,0.910119,1029.97,0.228172,939.37,0.897201,470.588,0.913763,51.9644,0.026526,2090.26,0.463061,598.255,0.132533,423.56,0.404546,297.482,0.577634,35.2323,0.0179849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003703,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2334,0,0,0,6032,U,5505.47,0.91271,1210.32,0.200649,1524.33,0.910048,395.239,0.921303,34.8493,0.0149311,4492.72,0.744814,985.341,0.163352,1282.22,0.765505,303.464,0.707375,16.8957,0.00723897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003803,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2180,5,0.0010948,0,4567,U,4567,1,1034.48,0.226512,860,1,781,1,37.6362,0.0172643,3383.2,0.740793,811.344,0.177654,652.738,0.758998,542.802,0.695009,37.6362,0.0172643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003804,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2045,105,0.0256098,0,4100,U,3925.95,0.957548,1380.99,0.336827,682.178,0.98014,868.11,0.947718,61.9473,0.0302921,1913.91,0.466807,747.08,0.182215,415.261,0.596639,342.364,0.37376,28.7954,0.0140809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003805,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2490,0,0,0,5573,U,4794.45,0.860299,1665.92,0.298927,1118.88,0.873445,522.413,0.726582,167.226,0.0671592,1210.51,0.21721,456.943,0.0819922,223.629,0.174574,124.554,0.173233,18.4402,0.0074057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003806,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1193,0,0,0,3012,U,3011,0.999668,736.723,0.244596,784.682,0.999595,399.945,0.999862,43.3025,0.0362971,2632.27,0.873927,624.627,0.207379,689.634,0.878515,348.221,0.870551,38.1531,0.0319808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003903,NC,Forsyth,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2111,103,0.0230065,1,4477,U,3850.24,0.860005,1888.45,0.421811,963.645,0.868932,375.394,0.906749,194.219,0.0920032,1386.04,0.309591,582.996,0.13022,332.21,0.299558,208.847,0.504462,84.1482,0.0398618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003904,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2907,0,0,0,5907,U,4307.27,0.729181,818.219,0.138517,824.144,0.741137,692.874,0.707014,48.9913,0.0168529,1901.79,0.321956,241.729,0.0409225,408.877,0.367695,255.629,0.260846,16.6947,0.00574291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003905,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1979,3,0.0008317,0,3607,U,1741.51,0.482814,329.562,0.0913673,259.761,0.427238,476.929,0.753443,65.1804,0.032936,870.796,0.241418,156.154,0.043292,142.988,0.235177,209.103,0.330337,29.74,0.0150278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003906,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1384,0,0,0,3436,U,2663.39,0.775144,209.204,0.0608858,644.893,0.778856,644.657,0.771121,3.52885,0.00254975,712.427,0.207342,40.5376,0.0117979,178.183,0.215197,167.957,0.200905,0.270719,0.000195606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003908,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1202,0,0,0,3085,U,2430.22,0.787755,224.843,0.0728827,620.651,0.803952,357.985,0.706085,11.1724,0.00929485,1213.84,0.393465,154.775,0.0501703,314.625,0.407546,141.083,0.27827,9.07399,0.00754908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067003909,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2014,0,0,0,4356,U,4043.61,0.928286,484.557,0.111239,918.535,0.941122,616.143,0.912804,14.8845,0.00739051,1491.25,0.342343,133.001,0.0305327,329.733,0.337841,273.388,0.40502,12.2276,0.00607133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067004005,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1871,92,0.0195953,0,4695,U,3807.8,0.811033,233.23,0.0496763,911.918,0.865198,656.976,0.740671,24.2347,0.0129528,2116.29,0.450754,99.7083,0.0212371,486.103,0.461198,348.107,0.392455,8.60151,0.00459728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067004007,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2611,2,0.0002815,0,7104,U,6968.57,0.980936,819.295,0.115329,1795.57,0.983333,886.931,0.980034,19.6574,0.00752869,5513.65,0.776133,564.736,0.0794955,1441.86,0.789629,708.206,0.782548,16.5856,0.0063522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067004009,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1481,0,0,0,3802,U,3331.7,0.876302,417.101,0.109706,836.236,0.900146,399.365,0.810071,22.0443,0.0148847,2149.91,0.565468,264.563,0.0695853,561.05,0.603929,240.929,0.488699,13.5188,0.00912815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067004010,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1321,0,0,0,3392,U,3200.11,0.943429,460.244,0.135685,947.914,0.950767,319.414,0.939454,37.7,0.028539,2944.36,0.868031,425.86,0.125548,885.487,0.888151,283.815,0.834749,37.7,0.028539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067004011,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2215,0,0,0,5645,U,4446.46,0.78768,668.393,0.118404,1194.72,0.796477,467.592,0.781926,7.49794,0.00338508,1093.56,0.193722,110.088,0.0195018,281.145,0.18743,120.81,0.202024,1.76705,0.000797766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067004012,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,2156,121,0.0215648,0,5611,U,5142.59,0.91652,1124.3,0.200375,1446,0.917513,565.461,0.894717,126.661,0.0587482,3726.68,0.664175,750.694,0.13379,1073.05,0.680868,369.306,0.584345,107.826,0.0500122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067004013,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1168,0,0,0,3083,U,2764.91,0.896825,1255.32,0.407175,850.236,0.930237,343.622,0.822061,0,0,1402.95,0.45506,852.504,0.276518,545.706,0.597052,74.7665,0.178867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067004014,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1339,0,0,0,3016,U,1754.85,0.581846,348.1,0.115418,394.916,0.599265,326.644,0.525997,28.3757,0.0211917,552.442,0.18317,63.4162,0.0210266,134.649,0.204323,79.1688,0.127486,9.41932,0.00703459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067004015,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1299,0,0,0,3296,U,2891.51,0.877279,227.155,0.0689184,728.174,0.865843,330.666,0.908422,11.3233,0.00871692,2603.74,0.789969,128.718,0.0390526,668.537,0.794931,270.765,0.74386,9.01771,0.00694204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067004102,NC,Forsyth,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1348,0,0,0,3256,R,3256,1,962.335,0.295557,700,1,543,1,57.1443,0.0423919,3256,1,962.335,0.295557,700,1,543,1,57.1443,0.0423919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067004103,NC,Forsyth,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1328,0,0,0,3478,U,3220.77,0.926041,502.26,0.144411,838.452,0.925444,443.025,0.944615,0,0,2569,0.738644,455.829,0.131061,654.191,0.722065,360.147,0.767904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37067004104,NC,Forsyth,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1336,0,0,0,3429,R,2566.04,0.748335,347.979,0.101481,601.375,0.722807,445.535,0.765523,49.2235,0.036844,1561.38,0.455345,239.53,0.0698541,325.479,0.391201,337.393,0.579713,39.1303,0.0292891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081010100,NC,Guilford,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,587,14,0.0089686,1,1561,U,900.801,0.577066,594.434,0.380803,257.154,0.612271,73.7137,0.481789,52.2494,0.0890109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081010200,NC,Guilford,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2033,10,0.002457,1,4070,U,820.441,0.201583,451.687,0.11098,176.041,0.213643,111.485,0.164433,43.2357,0.0212669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081010300,NC,Guilford,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,865,120,0.0494641,1,2426,U,1275.37,0.52571,749.38,0.308895,331.007,0.513986,234.898,0.65614,100.307,0.115962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081010401,NC,Guilford,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,771,0,0,0,1453,U,1443.07,0.993167,275.119,0.189345,244.467,0.997826,197.983,0.975286,21.7821,0.0282517,1164.53,0.801465,252.447,0.173742,196.221,0.800902,135.598,0.667972,18.073,0.023441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081010403,NC,Guilford,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,747,1,0.0006274,0,1594,U,214.441,0.13453,61.2972,0.0384549,54.4333,0.157322,26.015,0.146152,15.2512,0.0204166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081010404,NC,Guilford,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,998,0,0,0,2502,U,1755.67,0.701705,44.6757,0.017856,474.41,0.738956,349.486,0.722078,0,0,80.5542,0.0321959,2.11637,0.000845869,26.845,0.0418146,9.2864,0.0191868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081010500,NC,Guilford,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1115,3,0.0013806,0,2173,U,1958.76,0.901408,481.12,0.221408,353.954,0.900646,255.921,0.891711,108.854,0.0976272,812.919,0.3741,254.107,0.116938,123.653,0.31464,110.156,0.383818,65.8076,0.0590203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081010601,NC,Guilford,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1317,122,0.0438849,0,2780,U,2712.27,0.975635,836.556,0.300919,338.073,0.96869,321.57,0.97151,53.8795,0.0409108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081010602,NC,Guilford,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2059,0,0,1,4592,U,4590.5,0.999674,2607.02,0.56773,350.988,0.999965,177.994,0.999965,170.848,0.0829761,550.402,0.119861,248.21,0.0540528,91.8116,0.261572,53.5205,0.300677,11.6022,0.00563488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081010701,NC,Guilford,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1041,49,0.0255341,1,1919,U,1919,1,695.692,0.362528,205,1,142,1,110.508,0.106155,1919,1,695.692,0.362528,205,1,142,1,110.508,0.106155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081010702,NC,Guilford,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,774,2996,0.695612,1,4307,U,4307,1,921.092,0.213859,63,1,58,1,32.609,0.0421305,4027.86,0.935188,858.927,0.199426,63,1,58,1,32.609,0.0421305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081010800,NC,Guilford,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1103,778,0.322956,0,2409,U,2409,1,1030.67,0.42784,131,1,337,1,186.669,0.169237,1296.46,0.538173,604.564,0.250961,56.7357,0.433097,128.97,0.3827,124.002,0.112422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081010900,NC,Guilford,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1100,16,0.007996,1,2001,U,1065.02,0.532246,492.092,0.245923,129.531,0.583474,90.4876,0.545106,81.6825,0.0742568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081011000,NC,Guilford,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,670,3328,0.697987,1,4768,U,143.517,0.0301,134.234,0.028153,40.0155,0.135187,15.4194,0.12435,20.9592,0.0312825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081011101,NC,Guilford,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1669,69,0.0161972,1,4260,U,3059.69,0.718238,1933.5,0.453874,940.255,0.742112,316.912,0.796262,239.765,0.143658,120.064,0.0281841,90.695,0.0212899,40.378,0.031869,13.1243,0.0329757,9.04251,0.00541792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081011102,NC,Guilford,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1146,0,0,1,2602,U,2573.9,0.989202,1437.44,0.552436,506.797,0.987908,562.17,0.996755,179.964,0.157037,1111.15,0.427035,647.038,0.24867,234.898,0.45789,181.186,0.321252,76.8535,0.0670624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081011200,NC,Guilford,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,2230,326,0.0604712,1,5391,U,3970.98,0.736594,2757.04,0.511416,1030.54,0.920945,406.444,0.82443,455.714,0.204356,549.313,0.101894,300.134,0.0556731,128.68,0.114995,81.5868,0.16549,72.1522,0.0323552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081011300,NC,Guilford,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1217,17,0.0059399,1,2862,U,2578.73,0.901023,1487.71,0.519817,542.114,0.91265,462.542,0.908727,158.667,0.130375,835.718,0.292005,424.968,0.148486,176.748,0.297555,110.537,0.217165,60.2073,0.0494719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081011400,NC,Guilford,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1751,603,0.113967,1,5291,U,4873.22,0.921039,4365.39,0.825059,1814.15,0.943887,357.01,0.854091,737.694,0.421299,1836.51,0.347101,1719.94,0.325069,553.029,0.287736,140.549,0.336242,249.695,0.142601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081011500,NC,Guilford,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1214,31,0.0104588,1,2964,U,2740.66,0.924649,2093.02,0.706148,536.748,0.90667,169.349,0.900794,128.13,0.105543,823.449,0.277817,604.914,0.204087,117.845,0.199062,36.1403,0.192236,46.1679,0.0380295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081011601,NC,Guilford,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,970,9,0.003669,1,2453,U,160.507,0.0654331,73.0793,0.0297918,33.5142,0.0606044,18.3931,0.0741659,9.137,0.00941959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081011602,NC,Guilford,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1057,37,0.0124119,1,2981,U,2962.93,0.993937,2057.8,0.690304,836.692,0.992517,232.585,0.993952,17.9249,0.0169583,406.156,0.136248,295.1,0.0989936,120.864,0.143374,15.8976,0.0679385,1.80607,0.00170868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081011904,NC,Guilford,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1784,33,0.0077374,1,4265,U,2955.9,0.69306,1801.69,0.422436,949.077,0.767861,179.598,0.831472,67.6845,0.0379397,1096.38,0.257065,703.065,0.164845,409.659,0.33144,50.5224,0.2339,30.4533,0.0170703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081011905,NC,Guilford,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1799,0,0,1,5077,U,5001.16,0.985063,2399.4,0.472602,1604.26,0.985416,413.494,0.993977,150.174,0.0834762,3264.91,0.643078,1180.83,0.232584,987.83,0.606775,295.874,0.711235,38.3493,0.021317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081012503,NC,Guilford,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1776,0,0,0,4176,U,3265.22,0.781901,900.38,0.215608,782.209,0.827734,565.627,0.752163,78.4755,0.0441866,584.476,0.139961,161.883,0.0387651,147.704,0.156301,117.025,0.155618,13.7661,0.00775121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081012504,NC,Guilford,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1369,3,0.0009242,1,3246,U,1625.02,0.500624,790.961,0.243672,353.122,0.455054,247.66,0.674823,20.0638,0.0146558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081012505,NC,Guilford,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1824,19,0.0043648,0,4353,U,3123.87,0.717637,455.53,0.104647,607.014,0.681273,689.511,0.77999,24.8655,0.0136324,893.561,0.205275,124.108,0.0285108,168.816,0.189468,183.329,0.207385,6.97576,0.00382443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081012508,NC,Guilford,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1560,0,0,0,3289,U,1478.34,0.44948,419.193,0.127453,286.837,0.467924,273.195,0.480132,0.646546,0.000414453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081012509,NC,Guilford,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,982,3,0.0013495,0,2223,U,2171.64,0.976896,217.164,0.0976896,393.181,0.982953,668.27,0.977003,12.2782,0.0125033,63.9647,0.028774,6.39647,0.0028774,5.41484,0.0135371,30.3216,0.0443298,0.383076,0.000390097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081012510,NC,Guilford,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1181,30,0.0097087,0,3090,U,2663.89,0.862101,238.907,0.0773162,619.521,0.897857,440.339,0.806482,10.4683,0.00886391,157.576,0.0509955,7.37737,0.0023875,36.4897,0.0528837,31.8348,0.0583055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081012511,NC,Guilford,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1989,10,0.0020157,0,4961,U,4953.69,0.998527,216.199,0.0435796,1020.85,0.999855,1213.57,0.996363,24.4443,0.0122897,3500.69,0.705642,154.11,0.0310642,733.75,0.718658,855.18,0.702118,18.786,0.00944494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081012601,NC,Guilford,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,2848,104,0.0175913,1,5912,U,3081.73,0.521267,1641.49,0.277654,610.608,0.568536,301.998,0.444769,283.087,0.0993984,98.8972,0.0167282,57.1751,0.00967102,19.0185,0.0177081,3.0906,0.0045517,13.7435,0.00482565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081012604,NC,Guilford,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1878,234,0.0476773,1,4908,U,4423.79,0.901342,2423.76,0.493839,1098.82,0.967274,553.842,0.736492,229.814,0.122372,438.598,0.0893638,227.187,0.0462892,111.048,0.0977537,49.3266,0.0655938,18.1954,0.00968872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37081012607,NC,Guilford,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,835,102,0.0443286,0,2301,U,2301,1,466.788,0.202863,527,1,237,1,0,0,1550.98,0.674047,314.637,0.136739,360.902,0.684823,150.374,0.634489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
